air_temp,rh,soil_moisture,soil_temp,co2,outside_temp,hour,dli_so_far,cool_trigger,cool_target,heat_trigger,rh_high,rh_low,sm_low,co2_trigger,fan,vent,mister,heater,irrigation,lights,co2_inject,fan_min,mister_min,heater_min,irrigation_min,lights_min,co2_min
14.9,85.2,38.2,27.4,702.0,9.0,10,5.39,31.5,29.5,14.2,85.9,57.8,40.9,680.0,0,0,0,0,1,0,0,0,0,0,25,0,0
26.6,59.4,45.7,24.2,1573.0,24.7,19,19.71,25.6,23.6,9.5,92.5,59.4,49.4,676.0,2,1,1,0,0,0,0,20,10,0,0,0,0
17.9,82.1,57.2,16.2,1510.0,15.7,21,12.77,27.4,25.4,13.2,88.0,57.1,59.0,665.0,1,1,0,0,0,0,0,15,0,0,0,0,0
25.7,94.1,50.4,24.8,1492.0,23.7,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,20,0,0,0,0,0
22.8,74.9,37.4,26.7,727.0,19.0,17,14.96,25.9,23.9,8.3,85.2,59.6,56.5,715.0,0,0,0,0,1,0,0,0,0,0,40,0,0
40.9,56.7,88.7,25.4,1042.0,43.1,13,9.4,30.7,28.7,12.6,88.4,56.7,58.8,766.0,3,1,1,0,0,0,0,45,25,0,0,0,0
20.1,78.4,83.8,21.5,643.0,18.8,21,9.93,31.9,29.9,10.2,85.1,60.8,57.2,792.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,87.6,49.6,15.5,1522.0,7.9,8,2.45,26.9,24.9,9.1,90.4,65.0,46.1,792.0,1,1,0,0,0,0,0,15,0,0,0,0,0
11.9,61.2,70.5,20.6,408.0,13.0,12,6.98,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,1,0,0,20,0,0,20
28.1,54.6,47.2,8.3,648.0,26.6,17,18.28,27.8,25.8,14.3,89.2,55.1,57.5,667.0,2,1,1,1,1,0,0,15,15,90,30,0,0
18.9,72.2,52.0,21.8,1775.0,28.7,10,2.77,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
31.0,84.2,87.6,23.8,469.0,24.9,9,0.89,30.6,28.6,12.6,85.1,57.2,59.9,773.0,1,1,0,0,0,0,0,15,0,0,0,0,0
15.3,67.5,42.4,28.2,1394.0,13.3,17,8.62,26.2,24.2,14.4,85.5,59.6,50.4,628.0,0,0,0,0,1,0,0,0,0,0,30,0,0
12.6,79.3,25.0,15.0,1097.0,10.3,22,18.05,32.0,30.0,13.2,90.3,61.4,53.5,643.0,0,0,0,1,1,0,0,0,0,20,45,0,0
18.5,55.9,91.8,24.8,589.0,14.5,3,0.0,27.7,25.7,8.0,89.9,56.0,49.5,772.0,0,0,1,0,0,0,0,0,15,0,0,0,0
24.8,93.9,22.8,22.4,599.0,26.7,2,0.0,28.3,26.3,12.2,87.7,64.6,48.6,607.0,1,1,0,0,1,0,0,25,0,0,45,0,0
22.5,39.5,39.2,9.1,1081.0,18.4,22,11.26,25.8,23.8,9.3,86.3,56.6,47.2,690.0,0,0,1,1,0,0,0,0,25,90,0,0,0
10.9,45.0,21.2,23.8,900.0,9.0,13,2.38,25.4,23.4,13.8,91.6,61.7,50.2,708.0,0,0,1,1,1,0,0,0,25,30,45,0,0
28.9,58.4,93.9,18.0,492.0,24.0,13,9.06,27.3,25.3,11.6,88.8,63.0,54.4,683.0,2,1,1,0,0,0,0,10,15,0,0,0,0
28.5,89.3,40.0,23.8,280.0,22.4,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
28.3,54.7,48.2,27.7,662.0,20.6,16,15.27,25.3,23.3,12.2,92.1,58.8,44.5,723.0,2,1,1,0,0,0,0,15,15,0,0,0,0
34.8,82.6,59.3,21.6,1073.0,29.5,1,0.0,30.4,28.4,12.6,86.7,62.9,51.1,636.0,2,1,0,0,0,0,0,20,0,0,0,0,0
11.9,90.7,47.0,23.0,1603.0,13.4,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,1,0,0,15,0,20,25,0,0
26.0,68.2,61.3,21.4,798.0,26.5,16,4.84,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,1,0,0,0,0,0,240,0
29.5,90.6,38.5,12.3,957.0,24.4,20,5.25,30.9,28.9,11.0,90.1,59.9,55.5,794.0,1,1,0,1,1,0,0,15,0,60,35,0,0
9.8,60.3,56.0,25.2,679.0,8.7,7,1.67,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,1,0,0,25,0,0,5
18.8,88.4,94.8,27.7,855.0,33.0,10,4.86,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.2,81.6,46.3,27.8,366.0,19.8,19,7.35,26.5,24.5,12.5,90.2,55.7,56.1,644.0,3,2,0,0,0,0,0,30,0,0,0,0,0
30.5,88.9,54.1,22.8,1442.0,27.4,16,11.68,28.3,26.3,10.3,90.8,58.2,58.5,781.0,2,1,0,0,1,0,0,20,0,0,25,0,0
26.8,88.4,48.1,31.7,1492.0,28.0,4,0.0,27.3,25.3,13.7,86.4,62.6,48.0,709.0,1,1,0,0,0,0,0,15,0,0,0,0,0
28.3,89.8,43.3,14.5,1487.0,27.3,20,5.21,28.0,26.0,9.9,90.3,56.8,45.4,766.0,2,1,0,0,0,0,0,15,0,0,0,0,0
28.8,57.3,38.2,12.3,1647.0,20.1,4,0.0,29.6,27.6,12.2,85.8,60.7,45.8,756.0,1,1,1,1,0,0,0,15,15,60,0,0,0
23.9,65.7,64.1,24.0,921.0,23.8,17,6.62,25.5,23.5,14.0,89.8,57.3,45.3,735.0,0,0,0,0,0,1,0,0,0,0,0,230,0
42.3,90.9,94.3,21.2,691.0,31.9,18,10.61,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,0,0,0,25,0,0,0,0,0
12.2,84.3,52.8,31.0,715.0,5.7,12,8.64,26.1,24.1,11.3,85.1,59.1,54.8,712.0,0,0,0,0,1,0,0,0,0,0,25,0,0
9.0,89.9,57.3,31.5,807.0,14.9,0,0.0,29.0,27.0,11.1,86.3,59.8,56.4,713.0,1,1,0,1,0,0,0,20,0,25,0,0,0
9.9,53.9,92.1,14.7,687.0,36.8,4,0.0,32.0,30.0,11.6,88.7,55.4,42.5,689.0,0,0,1,1,0,0,0,0,15,25,0,0,0
19.4,84.9,41.6,31.7,1035.0,27.4,9,1.08,31.3,29.3,11.9,87.4,62.3,55.9,629.0,0,0,0,0,1,0,0,0,0,0,35,0,0
27.7,61.0,51.3,31.3,1450.0,34.0,10,3.16,26.3,24.3,14.4,85.4,63.1,50.8,787.0,2,1,1,0,0,0,0,25,15,0,0,0,0
26.4,56.7,49.1,22.0,1519.0,25.2,17,7.92,26.7,24.7,8.6,90.4,59.7,45.8,609.0,1,1,1,0,0,1,0,15,15,0,0,70,0
14.5,92.8,53.6,17.8,1372.0,12.0,22,6.33,30.3,28.3,14.0,88.7,62.2,50.9,759.0,1,1,0,1,0,0,0,20,0,20,0,0,0
32.6,61.0,49.0,18.6,711.0,23.7,13,5.94,30.2,28.2,8.9,85.8,62.0,50.1,701.0,2,1,1,0,1,0,0,15,15,0,25,0,0
25.5,65.1,36.9,26.1,1423.0,24.3,20,8.74,28.5,26.5,11.5,88.7,62.4,41.7,769.0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.9,58.0,96.5,21.4,513.0,27.0,21,13.83,27.1,25.1,8.1,89.3,64.5,55.1,738.0,0,0,1,0,0,0,0,0,15,0,0,0,0
25.6,62.7,62.9,26.1,426.0,18.9,20,17.23,25.2,23.2,10.3,90.5,64.2,52.3,759.0,1,1,1,0,0,0,0,15,15,0,0,0,0
8.9,92.8,44.1,20.6,1534.0,17.5,9,3.72,28.0,26.0,8.0,88.3,55.1,45.3,787.0,1,1,0,1,1,0,0,20,0,20,25,0,0
11.8,99.2,38.1,22.4,1404.0,6.2,7,0.35,28.8,26.8,14.0,90.4,57.4,49.0,787.0,2,1,0,1,1,0,0,25,0,25,30,0,0
39.6,83.3,24.0,26.9,422.0,39.3,16,10.36,29.0,27.0,14.0,88.1,61.3,42.2,607.0,3,1,0,0,1,0,0,50,0,0,40,0,0
10.8,85.6,42.5,16.9,1001.0,6.9,17,11.42,25.8,23.8,9.3,91.1,55.3,42.9,616.0,0,0,0,0,1,0,0,0,0,0,25,0,0
11.8,91.0,60.4,23.0,1476.0,5.0,2,0.0,25.9,23.9,11.7,91.5,59.5,56.3,696.0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,56.0,49.5,22.0,681.0,29.8,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,1,0,0,0,15,0,25,0,0
5.8,63.8,59.8,15.8,780.0,5.0,18,5.46,25.2,23.2,9.3,85.9,62.7,52.7,782.0,0,0,0,1,0,1,0,0,0,35,0,240,0
14.3,60.2,48.3,19.6,1502.0,13.8,15,14.21,30.0,28.0,10.9,86.7,60.1,49.8,753.0,1,1,0,0,1,0,0,15,0,0,25,0,0
30.3,62.0,46.9,19.5,1458.0,18.4,4,0.0,31.3,29.3,12.5,86.1,59.6,46.9,610.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.1,91.7,93.6,16.6,316.0,24.1,4,0.0,25.8,23.8,14.2,85.6,59.8,55.9,749.0,3,2,0,0,0,0,0,20,0,0,0,0,0
12.2,96.0,48.4,20.6,1091.0,6.5,18,10.35,30.0,28.0,12.3,89.1,57.7,58.8,737.0,2,1,0,1,1,0,0,25,0,25,30,0,0
13.5,64.9,55.9,30.7,1415.0,5.1,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,92.4,52.0,27.2,1490.0,15.0,15,3.2,30.7,28.7,9.7,91.3,57.0,56.6,795.0,1,1,0,1,1,0,0,15,0,15,25,0,0
30.6,71.5,90.2,12.8,415.0,33.9,22,7.51,31.4,29.4,11.8,91.9,58.3,49.0,680.0,0,0,0,1,0,0,0,0,0,55,0,0,0
10.8,62.1,50.2,24.0,690.0,6.7,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,25,0,0,0
9.0,61.1,47.5,24.6,766.0,7.2,4,0.0,27.3,25.3,9.5,85.7,61.6,48.1,754.0,0,0,1,1,0,0,0,0,15,20,0,0,0
8.7,89.6,61.0,27.9,752.0,20.7,8,0.6,31.6,29.6,9.5,89.1,61.1,58.5,670.0,1,1,0,1,0,0,0,15,0,20,0,0,0
28.1,84.8,45.8,16.5,839.0,27.4,6,0.0,26.5,24.5,9.0,87.3,59.4,51.4,722.0,2,1,0,0,1,0,0,25,0,0,30,0,0
29.3,80.8,57.2,22.7,1084.0,27.8,14,3.97,25.9,23.9,9.3,87.5,55.5,45.0,714.0,2,1,0,0,0,0,0,35,0,0,0,0,0
20.2,47.2,17.2,18.8,379.0,12.6,1,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,1,0,0,0,20,0,45,0,0
19.6,66.3,46.2,23.0,387.0,13.8,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.7,59.7,47.8,12.7,1498.0,9.5,10,5.58,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,0,0,0,15,55,25,0,0
40.1,85.4,39.5,19.0,1055.0,34.3,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,0,0,0,25,0,0,0,0,0
7.9,52.1,49.2,18.9,1721.0,5.0,22,11.13,30.0,28.0,11.5,89.4,58.3,54.6,765.0,1,1,1,1,0,0,0,15,15,35,0,0,0
29.0,65.4,53.3,25.4,1504.0,20.2,9,2.83,31.6,29.6,9.4,85.9,58.4,54.3,659.0,1,1,0,0,1,0,0,15,0,0,25,0,0
29.9,75.6,84.9,21.0,350.0,26.4,15,11.84,25.6,23.6,8.6,91.0,61.9,48.6,686.0,2,1,1,0,0,0,0,25,15,0,0,0,0
32.7,60.8,54.4,22.3,1523.0,28.1,21,9.59,30.5,28.5,12.8,88.9,63.1,52.3,698.0,2,1,1,0,0,0,0,15,15,0,0,0,0
43.0,61.5,91.1,21.5,1588.0,37.1,4,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,25,15,0,0,0,0
12.4,56.9,54.2,16.0,877.0,14.5,5,0.0,30.0,28.0,12.2,93.0,60.0,55.4,763.0,0,0,1,0,0,0,0,0,15,0,0,0,0
27.4,88.8,52.9,22.3,659.0,17.4,6,0.0,28.9,26.9,11.3,87.4,55.9,55.2,687.0,1,1,0,0,1,0,0,15,0,0,25,0,0
27.4,91.7,46.3,22.0,1450.0,23.1,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
33.7,66.7,33.5,24.4,1065.0,30.2,17,14.51,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,1,0,0,20,10,0,35,0,0
9.7,55.5,48.8,25.5,1437.0,7.8,19,17.65,29.5,27.5,12.9,92.4,60.2,45.5,746.0,0,0,1,1,0,0,0,0,15,30,0,0,0
12.7,36.6,74.4,24.7,850.0,6.5,7,0.73,31.6,29.6,14.2,92.5,63.4,57.0,666.0,0,0,1,1,0,0,0,0,30,25,0,0,0
28.6,59.4,48.9,15.5,1626.0,28.8,19,18.38,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,20,15,0,0,0,0
33.0,87.9,49.9,22.8,783.0,36.4,20,9.17,30.0,28.0,14.9,88.2,58.1,52.8,725.0,2,1,0,0,0,0,0,35,0,0,0,0,0
12.9,58.9,52.0,27.7,750.0,5.0,16,13.32,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
32.1,54.5,38.5,10.4,724.0,38.2,6,0.0,31.3,29.3,12.2,89.9,56.3,43.1,647.0,2,1,1,1,1,0,0,20,15,80,25,0,0
9.8,85.4,71.1,15.9,1494.0,6.9,7,1.41,27.8,25.8,9.0,85.2,59.2,44.9,732.0,1,1,0,1,0,0,0,15,0,15,0,0,0
15.4,84.2,39.8,25.4,763.0,9.5,18,5.63,31.8,29.8,13.2,88.9,63.3,43.6,740.0,0,0,0,0,1,1,0,0,0,0,25,240,0
33.4,77.3,81.5,22.7,1406.0,30.2,0,0.0,26.0,24.0,14.5,92.4,59.5,40.9,726.0,3,2,1,0,0,0,0,25,15,0,0,0,0
10.8,60.6,45.9,8.7,1485.0,6.7,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,90,0,0,0
40.5,38.3,83.9,28.9,839.0,40.3,20,11.9,28.5,26.5,9.7,91.7,64.6,54.0,719.0,3,1,1,0,0,0,0,55,30,0,0,0,0
9.4,88.9,51.6,26.8,1614.0,5.0,9,2.57,26.0,24.0,11.5,88.0,58.1,49.7,739.0,1,1,0,1,0,0,0,15,0,25,0,0,0
27.6,88.8,93.8,27.9,525.0,26.8,18,3.62,30.1,28.1,9.2,86.0,61.7,56.7,786.0,1,1,0,0,0,1,0,20,0,0,0,240,0
17.5,70.4,35.0,13.8,754.0,14.9,14,8.25,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,1,0,0,0,0,45,35,0,0
23.8,79.4,62.6,21.6,456.0,26.3,23,4.33,28.0,26.0,10.1,86.7,63.1,46.1,688.0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,50.5,53.5,16.3,786.0,24.3,17,5.73,28.5,26.5,13.3,88.1,57.6,49.7,773.0,1,1,1,0,0,1,0,15,15,0,0,240,0
33.8,52.8,86.1,26.1,585.0,25.1,14,7.63,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,15,15,0,0,0,0
21.3,57.4,27.1,20.3,400.0,29.7,4,0.0,31.5,29.5,9.7,89.6,55.8,48.1,697.0,0,0,0,0,1,0,0,0,0,0,40,0,0
24.9,39.8,39.0,18.4,1034.0,37.5,22,8.46,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,25,0,0,0,0
30.6,59.2,39.6,22.7,738.0,25.8,2,0.0,30.6,28.6,10.7,87.1,59.5,46.1,750.0,0,0,1,0,0,0,0,0,15,0,0,0,0
13.6,57.0,52.2,25.0,653.0,8.4,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
13.0,69.6,57.6,28.9,797.0,11.3,0,0.0,30.3,28.3,11.7,89.6,64.6,57.0,776.0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.3,76.0,95.2,29.4,885.0,43.5,3,0.0,28.2,26.2,8.6,90.4,61.3,49.1,741.0,3,1,1,0,0,0,0,60,30,0,0,0,0
9.4,66.6,45.3,22.4,1494.0,5.7,0,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,30,0,0,0
23.9,45.8,72.8,19.7,397.0,16.6,2,0.0,28.9,26.9,8.8,86.0,63.1,51.5,614.0,0,0,1,0,0,0,0,0,25,0,0,0,0
30.2,73.6,92.1,28.2,1275.0,27.9,17,17.05,26.7,24.7,12.4,89.8,57.6,54.5,630.0,2,1,1,0,0,0,0,30,15,0,0,0,0
18.6,40.8,56.9,34.2,259.0,14.7,0,0.0,26.1,24.1,11.5,85.3,63.4,47.2,712.0,0,0,1,0,0,0,0,0,30,0,0,0,0
26.8,56.6,65.0,24.4,713.0,21.6,1,0.0,25.4,23.4,10.0,88.6,57.6,60.0,763.0,2,1,1,0,0,0,0,10,15,0,0,0,0
41.0,79.3,42.2,27.2,720.0,45.0,18,12.86,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,1,1,0,1,0,0,55,30,0,30,0,0
14.0,59.7,95.4,28.2,736.0,7.1,17,3.66,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,1,0,0,15,0,0,240,0
20.1,62.9,45.7,21.4,591.0,28.4,13,11.54,26.4,24.4,13.6,87.7,59.9,40.9,635.0,0,0,0,0,0,0,1,0,0,0,0,0,10
12.1,78.0,47.0,20.9,747.0,5.0,18,10.83,31.7,29.7,9.2,86.9,63.6,41.1,756.0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.2,59.8,42.7,13.0,526.0,27.9,19,9.32,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,1,0,0,0,15,15,50,0,0,0
34.6,81.3,68.7,17.8,841.0,28.1,1,0.0,25.6,23.6,13.1,92.4,61.5,49.3,611.0,3,2,0,0,0,0,0,20,0,0,0,0,0
23.2,51.0,28.8,25.0,969.0,15.6,21,15.18,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,1,0,0,0,20,0,40,0,0
32.1,37.1,21.5,22.7,415.0,32.4,11,2.96,30.4,28.4,8.0,87.4,64.0,47.4,753.0,2,1,1,0,1,0,0,25,30,0,45,0,0
14.7,94.2,53.4,22.5,719.0,12.7,2,0.0,27.8,25.8,12.2,87.5,62.0,59.1,753.0,1,1,0,1,0,0,0,25,0,25,0,0,0
25.4,58.9,56.5,22.7,1437.0,22.3,4,0.0,25.8,23.8,9.8,91.8,55.7,55.5,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7,60.3,56.2,19.5,1529.0,34.1,2,0.0,30.0,28.0,12.6,89.0,61.0,58.7,650.0,1,1,1,1,0,0,0,15,15,25,0,0,0
37.5,85.7,97.1,17.6,474.0,36.8,6,0.0,28.4,26.4,10.6,85.6,59.6,49.9,780.0,3,1,0,0,0,0,0,40,0,0,0,0,0
28.9,57.9,58.1,20.2,1415.0,20.3,10,3.81,27.4,25.4,10.5,90.1,62.0,55.1,628.0,2,1,1,0,0,0,0,10,15,0,0,0,0
15.3,81.4,40.0,17.9,744.0,15.9,2,0.0,29.5,27.5,14.0,88.3,60.2,41.3,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1,59.7,43.4,23.5,1426.0,29.4,18,15.48,27.9,25.9,14.0,89.1,61.9,57.7,798.0,0,0,1,0,1,0,0,0,15,0,35,0,0
28.9,93.7,45.6,23.2,1520.0,38.3,12,1.64,29.2,27.2,11.0,91.4,62.7,51.9,696.0,1,1,0,0,1,0,0,20,0,0,30,0,0
36.6,66.3,21.6,31.7,1583.0,43.2,10,5.46,30.3,28.3,10.3,88.2,64.4,56.4,653.0,3,1,1,0,1,0,0,30,15,0,45,0,0
7.5,93.9,42.9,23.8,1463.0,5.0,8,3.22,26.3,24.3,8.7,89.2,62.7,43.3,737.0,1,1,0,1,1,0,0,20,0,25,25,0,0
26.5,93.7,45.0,22.1,667.0,18.8,20,18.37,26.0,24.0,14.5,90.5,62.2,40.1,661.0,1,1,0,0,0,0,0,15,0,0,0,0,0
32.8,62.0,51.6,20.3,707.0,31.6,14,9.32,31.3,29.3,14.5,91.7,61.9,54.5,695.0,2,1,1,0,1,0,0,25,15,0,25,0,0
43.8,94.3,79.1,16.5,617.0,42.8,0,0.0,30.3,28.3,9.5,87.5,55.8,54.2,729.0,3,1,0,0,0,0,0,60,0,0,0,0,0
11.7,65.0,33.8,22.0,507.0,20.5,11,7.46,28.2,26.2,10.4,89.8,56.2,51.2,742.0,0,0,0,0,1,0,1,0,0,0,40,0,15
14.4,64.7,65.2,22.1,1478.0,11.7,1,0.0,31.1,29.1,11.5,85.4,61.6,55.4,741.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,60.9,53.1,27.9,1480.0,8.3,8,1.42,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,25,0,0,0
41.6,77.9,84.6,7.6,469.0,36.7,14,3.34,29.2,27.2,8.7,91.3,65.0,42.8,647.0,3,2,1,1,0,0,0,25,15,90,0,0,0
40.7,42.2,45.1,30.1,311.0,40.1,18,7.69,28.9,26.9,14.8,86.3,57.9,48.8,644.0,3,1,1,0,1,1,0,50,25,0,25,100,0
43.1,88.5,33.6,18.0,1262.0,36.0,23,11.84,28.4,26.4,9.1,87.4,63.8,55.8,727.0,3,2,0,0,1,0,0,25,0,0,40,0,0
25.0,83.5,45.2,21.9,748.0,22.4,7,1.48,29.4,27.4,12.5,91.7,64.7,58.5,603.0,0,0,0,0,1,0,0,0,0,0,35,0,0
10.3,61.1,54.0,14.1,681.0,11.8,23,15.34,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,25,0,0,0
6.7,48.5,44.3,24.8,1646.0,5.0,19,19.62,25.6,23.6,10.7,91.2,62.8,58.8,683.0,1,1,1,1,0,0,0,15,20,35,0,0,0
30.4,91.7,46.0,16.1,661.0,22.0,19,9.36,29.8,27.8,8.9,92.2,55.4,43.1,750.0,1,1,0,0,0,0,0,15,0,0,0,0,0
28.2,52.6,54.3,31.8,427.0,22.8,22,16.59,27.8,25.8,13.3,91.0,61.4,55.7,769.0,1,1,1,0,0,0,0,15,20,0,0,0,0
32.5,91.6,60.9,16.0,1490.0,26.0,14,7.26,29.5,27.5,12.4,92.1,63.1,58.3,700.0,2,1,0,0,0,0,0,15,0,0,0,0,0
27.6,75.7,36.8,13.8,276.0,19.2,8,3.14,28.8,26.8,9.2,88.0,62.7,59.5,730.0,0,0,0,1,1,0,1,0,0,45,40,0,25
42.5,46.9,85.9,22.8,563.0,43.3,7,1.31,28.3,26.3,13.1,90.2,61.0,55.3,796.0,3,1,1,0,0,0,0,60,30,0,0,0,0
13.7,94.5,34.3,19.5,337.0,11.1,19,16.86,27.5,25.5,9.3,85.2,60.1,46.6,734.0,1,1,0,1,0,0,0,25,0,25,0,0,0
8.0,56.7,76.9,17.0,952.0,28.7,15,2.94,25.4,23.4,8.5,91.7,65.0,46.7,626.0,0,0,1,1,0,0,0,0,20,20,0,0,0
17.0,36.4,97.7,22.1,1627.0,9.2,0,0.0,26.3,24.3,12.9,86.1,63.4,51.5,712.0,1,1,1,0,0,0,0,15,30,0,0,0,0
24.0,45.8,71.2,28.1,1281.0,21.3,23,12.61,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,20,0,0,0,0
44.4,41.8,91.1,27.3,1256.0,21.0,20,3.06,26.2,24.2,10.9,92.4,63.8,45.8,665.0,3,2,1,0,0,0,0,30,25,0,0,0,0
12.7,65.6,72.2,24.6,1727.0,5.0,3,0.0,31.2,29.2,11.5,90.2,63.3,40.1,710.0,1,1,0,0,0,0,0,15,0,0,0,0,0
18.8,95.1,64.3,20.9,530.0,9.4,16,15.71,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,20,0,0,0,0,0
37.2,57.0,46.9,27.9,919.0,33.0,3,0.0,26.9,24.9,9.3,92.8,61.8,54.7,678.0,3,2,1,0,0,0,0,25,15,0,0,0,0
13.3,62.6,54.1,17.6,1517.0,10.4,19,15.12,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
12.1,91.3,32.2,29.1,580.0,38.6,14,11.34,30.2,28.2,10.2,90.4,61.9,44.7,788.0,1,1,0,1,1,0,0,15,0,15,35,0,0
13.5,94.0,62.4,20.1,1066.0,12.6,11,8.2,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,0,0,0,20,0,20,0,0,0
17.9,55.2,69.3,27.1,1311.0,15.6,15,3.71,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
13.0,94.0,55.3,16.1,528.0,22.0,1,0.0,28.2,26.2,10.0,88.7,62.2,54.3,619.0,1,1,0,1,0,0,0,20,0,20,0,0,0
17.9,43.0,88.0,14.8,595.0,16.8,6,0.0,27.5,25.5,8.7,87.2,57.5,47.6,630.0,0,0,1,0,0,0,0,0,20,0,0,0,0
17.5,88.4,15.5,20.0,598.0,19.0,19,8.73,28.5,26.5,8.5,85.9,57.5,56.6,704.0,1,1,0,0,1,0,0,20,0,0,45,0,0
9.9,52.4,53.6,24.3,1414.0,35.3,0,0.0,26.8,24.8,9.9,89.8,57.7,52.3,613.0,0,0,1,0,0,0,0,0,15,0,0,0,0
6.0,68.2,15.7,8.1,928.0,5.0,2,0.0,29.8,27.8,8.8,85.9,62.3,40.5,728.0,0,0,0,1,1,0,0,0,0,90,45,0,0
14.9,90.0,49.8,21.2,711.0,10.6,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,48.9,27.0,24.6,924.0,8.7,17,12.25,30.3,28.3,9.6,91.6,60.5,52.3,764.0,0,0,1,0,1,0,0,0,20,0,45,0,0
24.8,97.1,66.1,20.4,813.0,31.0,16,14.91,26.7,24.7,11.9,88.0,57.7,47.0,629.0,2,1,0,0,0,0,0,25,0,0,0,0,0
9.1,51.7,21.9,23.1,390.0,5.0,22,4.06,27.9,25.9,14.5,85.4,57.9,48.6,620.0,0,0,1,1,1,0,0,0,15,40,45,0,0
27.5,73.3,17.1,23.0,486.0,31.1,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,1,0,0,0,0,0,45,0,0
23.9,51.6,68.9,27.4,1164.0,19.7,10,2.22,26.3,24.3,8.7,92.2,58.5,50.0,742.0,0,0,1,0,0,0,0,0,15,0,0,0,0
10.9,58.0,50.6,22.3,583.0,7.3,18,5.39,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,1,0,0,15,25,0,240,0
